id,id_modality,athlete_id,id_olympic,Age,Height,Weight
1,1,143,1,21.0,184.0,87.0
2,2,252,1,30.0,178.0,66.0
3,2,252,2,34.0,178.0,66.0
4,3,257,3,19.0,169.0,74.0
5,4,257,4,23.0,169.0,74.0
6,4,257,1,27.0,169.0,74.0
7,5,465,5,30.0,197.0,92.0
8,6,465,5,30.0,197.0,92.0
9,7,692,6,28.0,,
10,8,735,7,32.0,,
11,9,805,8,19.0,,
12,10,817,3,38.0,177.0,70.0
13,11,817,3,38.0,177.0,70.0
14,12,823,5,29.0,178.0,64.0
15,13,824,4,27.0,189.0,70.0
16,13,824,1,31.0,189.0,70.0
17,14,824,1,31.0,189.0,70.0
18,14,824,2,35.0,189.0,70.0
19,15,828,9,38.0,169.0,68.0
20,16,834,5,24.0,185.0,98.0
21,17,835,10,39.0,163.0,93.0
22,18,835,11,43.0,163.0,93.0
23,17,835,11,43.0,163.0,93.0
24,18,835,8,46.0,163.0,93.0
25,17,835,8,46.0,163.0,93.0
26,18,835,12,50.0,163.0,93.0
27,17,835,12,50.0,163.0,93.0
28,19,868,4,20.0,178.0,72.0
29,20,1174,13,17.0,,
30,21,1174,13,17.0,,
31,20,1174,14,21.0,,
32,21,1174,14,21.0,,
33,22,1174,14,21.0,,
34,23,1186,12,21.0,184.0,84.0
35,13,1311,8,23.0,169.0,61.0
36,13,1311,12,27.0,169.0,61.0
37,13,1311,3,31.0,169.0,61.0
38,24,1312,15,21.0,188.0,73.0
39,25,1489,6,23.0,,
40,26,1534,8,21.0,173.0,65.0
41,26,1534,12,25.0,173.0,65.0
42,26,1534,3,29.0,173.0,65.0
43,27,1534,3,29.0,173.0,65.0
44,28,1620,16,19.0,165.0,74.0
45,28,1620,9,23.0,165.0,74.0
46,29,2221,3,21.0,169.0,64.0
47,29,2221,4,25.0,169.0,64.0
48,30,2321,5,25.0,174.0,70.0
49,31,2439,4,25.0,190.0,91.0
50,30,2442,5,24.0,183.0,75.0
51,32,2548,11,20.0,175.0,61.0
52,33,2548,11,20.0,175.0,61.0
53,34,2562,15,19.0,,
54,35,2581,16,23.0,185.0,80.0
55,35,2581,9,27.0,185.0,80.0
56,24,2696,17,24.0,194.0,91.0
57,36,2802,16,22.0,180.0,73.0
58,37,2802,16,22.0,180.0,73.0
59,38,2805,18,18.0,180.0,72.0
60,39,2835,19,24.0,177.0,68.0
61,40,2835,19,24.0,177.0,68.0
62,41,2835,19,24.0,177.0,68.0
63,42,2850,3,26.0,170.0,65.0
64,42,2850,4,30.0,170.0,65.0
65,20,2857,12,23.0,185.0,74.0
66,22,2857,12,23.0,185.0,74.0
67,43,2858,6,18.0,190.0,84.0
68,43,2858,20,22.0,190.0,84.0
69,43,2858,15,26.0,190.0,84.0
70,44,2860,11,16.0,157.0,46.0
71,45,2860,11,16.0,157.0,46.0
72,46,2860,11,16.0,157.0,46.0
73,47,2860,11,16.0,157.0,46.0
74,48,2860,11,16.0,157.0,46.0
75,44,2860,8,20.0,157.0,46.0
76,49,2860,8,20.0,157.0,46.0
77,45,2860,8,20.0,157.0,46.0
78,46,2860,8,20.0,157.0,46.0
79,47,2860,8,20.0,157.0,46.0
80,48,2860,8,20.0,157.0,46.0
81,50,2875,3,21.0,170.0,59.0
82,50,2875,4,25.0,170.0,59.0
83,50,2875,1,29.0,170.0,59.0
84,29,2885,5,26.0,178.0,72.0
85,13,2928,6,30.0,179.0,80.0
86,14,2928,6,30.0,179.0,80.0
87,14,2928,15,38.0,179.0,80.0
88,51,3001,21,19.0,173.0,73.0
89,52,3001,21,19.0,173.0,73.0
90,51,3001,22,23.0,173.0,73.0
91,52,3001,22,23.0,173.0,73.0
92,23,3015,4,28.0,184.0,83.0
93,23,3016,12,23.0,178.0,73.0
94,53,3054,2,25.0,171.0,79.0
95,54,3094,23,19.0,,
96,55,3094,23,19.0,,
97,56,3347,1,21.0,165.0,55.0
98,57,3347,2,25.0,165.0,55.0
99,56,3347,2,25.0,165.0,55.0
100,8,3414,7,22.0,,
101,58,3462,4,25.0,171.0,70.0
102,59,3494,15,24.0,163.0,55.0
103,60,3494,9,36.0,163.0,55.0
104,61,3494,9,36.0,163.0,55.0
105,24,3711,4,24.0,211.0,102.0
106,24,3711,1,28.0,211.0,102.0
107,24,3711,2,32.0,211.0,102.0
108,24,3711,5,36.0,211.0,102.0
109,62,3800,12,28.0,189.0,74.0
110,63,3802,6,,,
111,64,3803,3,19.0,187.0,86.0
112,64,3803,4,23.0,187.0,86.0
113,25,3805,14,20.0,,
114,65,3805,6,24.0,,
115,62,3809,8,26.0,194.0,80.0
116,56,3825,2,19.0,162.0,
117,66,3831,16,33.0,183.0,89.0
118,67,3831,9,36.0,183.0,89.0
119,68,3843,24,16.0,,
120,69,3859,10,30.0,187.0,72.0
121,67,3864,24,29.0,183.0,89.0
122,67,3864,16,33.0,183.0,89.0
123,70,3877,12,22.0,168.0,51.0
124,70,3877,3,26.0,168.0,51.0
125,71,3978,8,29.0,188.0,95.0
126,71,3978,12,33.0,188.0,95.0
127,32,4145,20,16.0,162.0,54.0
128,33,4145,20,16.0,162.0,54.0
129,1,4147,16,30.0,188.0,74.0
130,72,4152,2,22.0,196.0,122.0
131,42,4163,12,24.0,168.0,59.0
132,73,4164,8,21.0,173.0,62.0
133,60,4164,3,29.0,173.0,62.0
134,73,4164,3,29.0,173.0,62.0
135,74,4250,9,28.0,175.0,80.0
136,75,4290,25,29.0,,
137,76,4413,5,25.0,174.0,67.0
138,77,4414,3,23.0,188.0,127.0
139,77,4414,4,26.0,188.0,127.0
140,77,4414,1,30.0,188.0,127.0
141,42,4418,8,19.0,162.0,65.0
142,42,4418,12,23.0,162.0,65.0
143,42,4418,3,27.0,162.0,65.0
144,43,4427,20,29.0,188.0,88.0
145,78,4433,17,20.0,183.0,67.0
146,78,4433,10,24.0,183.0,67.0
147,78,4433,11,28.0,183.0,67.0
148,24,4474,3,25.0,213.0,112.0
149,24,4474,1,33.0,213.0,112.0
150,79,4511,1,18.0,187.0,81.0
151,80,4511,2,22.0,187.0,81.0
152,81,4561,11,30.0,183.0,82.0
153,82,4561,8,34.0,183.0,82.0
154,82,4561,12,38.0,183.0,82.0
155,23,4812,8,22.0,178.0,
156,83,4818,5,25.0,170.0,70.0
157,84,5096,8,26.0,185.0,78.0
158,84,5096,12,30.0,185.0,78.0
159,85,5113,3,29.0,168.0,64.0
160,85,5113,4,33.0,168.0,64.0
161,86,5113,1,37.0,168.0,64.0
162,9,5114,8,18.0,163.0,53.0
163,9,5114,12,22.0,163.0,53.0
164,68,5158,11,20.0,187.0,74.0
165,20,5158,11,20.0,187.0,74.0
166,22,5158,11,20.0,187.0,74.0
167,22,5158,8,24.0,187.0,74.0
168,87,5163,3,30.0,171.0,59.0
169,87,5163,4,34.0,171.0,59.0
170,88,5165,13,31.0,,
171,89,5181,2,22.0,178.0,80.0
172,23,5223,11,25.0,180.0,80.0
173,29,5227,5,22.0,179.0,76.0
174,10,5231,8,27.0,,
175,90,5237,26,29.0,,
176,91,5237,26,29.0,,
177,92,5237,26,29.0,,
178,42,5305,4,22.0,166.0,63.0
179,42,5305,1,26.0,166.0,63.0
180,93,5348,5,22.0,175.0,66.0
181,4,5369,13,26.0,,
182,23,5371,6,,,
183,94,5376,4,33.0,191.0,80.0
184,95,5376,4,33.0,191.0,80.0
185,69,5532,1,30.0,170.0,76.0
186,96,5541,11,21.0,187.0,87.0
187,96,5541,8,24.0,187.0,87.0
188,97,5577,2,19.0,173.0,64.0
189,98,5577,5,23.0,173.0,64.0
190,97,5577,5,23.0,173.0,64.0
191,99,5577,5,23.0,173.0,64.0
192,91,5622,27,32.0,,
193,92,5622,27,32.0,,
194,100,5650,1,32.0,158.0,65.0
195,101,5650,1,32.0,158.0,65.0
196,100,5650,2,36.0,158.0,65.0
197,102,5820,1,28.0,176.0,68.0
198,102,5820,2,32.0,176.0,68.0
199,62,5828,10,20.0,184.0,71.0
200,42,5851,1,23.0,161.0,59.0
201,42,5851,2,27.0,161.0,59.0
202,103,5870,14,22.0,,
203,104,5903,14,17.0,,
204,22,5903,14,17.0,,
205,105,6014,25,32.0,168.0,
206,106,6023,1,26.0,185.0,78.0
207,107,6033,17,29.0,174.0,65.0
208,108,6033,17,29.0,174.0,65.0
209,109,6097,13,23.0,,
210,42,6254,10,25.0,159.0,52.0
211,23,6457,12,23.0,186.0,88.0
212,110,6508,3,34.0,164.0,66.0
213,111,6515,3,34.0,193.0,85.0
214,112,6592,28,23.0,165.0,57.0
215,113,6592,28,23.0,165.0,57.0
216,80,6618,8,22.0,,
217,58,6621,15,32.0,167.0,66.0
218,114,6621,15,32.0,167.0,66.0
219,58,6621,24,36.0,167.0,66.0
220,114,6621,24,36.0,167.0,66.0
221,58,6621,9,44.0,167.0,66.0
222,114,6621,9,44.0,167.0,66.0
223,62,6660,5,20.0,190.0,70.0
224,115,6742,20,21.0,177.0,58.0
225,116,6776,3,24.0,193.0,90.0
226,116,6776,4,28.0,193.0,90.0
227,117,6776,4,28.0,193.0,90.0
228,118,6776,4,28.0,193.0,90.0
229,119,6802,20,20.0,188.0,77.0
230,109,6802,20,20.0,188.0,77.0
231,5,6877,11,17.0,186.0,78.0
232,104,6877,11,17.0,186.0,78.0
233,120,6877,11,17.0,186.0,78.0
234,104,6877,8,20.0,186.0,78.0
235,6,6877,8,20.0,186.0,78.0
236,121,6877,8,20.0,186.0,78.0
237,112,6898,6,27.0,178.0,69.0
238,122,6910,1,27.0,165.0,66.0
239,102,6913,5,26.0,177.0,61.0
240,43,6924,16,21.0,195.0,91.0
241,99,6934,1,18.0,181.0,67.0
242,99,6934,2,22.0,181.0,67.0
243,32,6935,6,16.0,,
244,84,6943,9,25.0,176.0,69.0
245,123,6945,16,24.0,185.0,74.0
246,26,6946,15,21.0,184.0,78.0
247,24,6949,5,25.0,206.0,118.0
248,111,6960,3,32.0,181.0,80.0
249,119,7010,20,23.0,175.0,70.0
250,76,7016,5,21.0,179.0,66.0
251,13,7036,10,26.0,186.0,70.0
252,13,7036,11,30.0,186.0,70.0
253,14,7036,11,30.0,186.0,70.0
254,14,7036,8,34.0,186.0,70.0
255,14,7036,12,38.0,186.0,70.0
256,9,7039,12,22.0,172.0,62.0
257,81,7080,8,32.0,,
258,42,7111,4,27.0,159.0,54.0
259,124,7235,6,,,
260,30,7237,1,22.0,188.0,74.0
261,64,7250,3,22.0,191.0,83.0
262,72,7284,3,35.0,190.0,112.0
263,125,7291,2,21.0,173.0,
264,126,7310,11,23.0,187.0,77.0
265,127,7346,3,27.0,178.0,70.0
266,128,7353,6,23.0,163.0,48.0
267,129,7364,4,31.0,166.0,85.0
268,130,7364,4,31.0,166.0,85.0
269,129,7364,2,39.0,166.0,85.0
270,131,7432,3,24.0,172.0,75.0
271,132,7432,3,24.0,172.0,75.0
272,54,7433,22,21.0,169.0,64.0
273,55,7433,22,21.0,169.0,64.0
274,133,7546,11,19.0,175.0,75.0
275,134,7546,11,19.0,175.0,75.0
276,135,7548,12,24.0,167.0,69.0
277,7,7563,1,23.0,190.0,100.0
278,7,7563,2,27.0,190.0,100.0
279,30,7585,5,22.0,165.0,60.0
280,136,7731,13,,,
281,137,7741,15,24.0,166.0,68.0
282,138,7742,14,24.0,,67.5
283,138,7742,6,28.0,,67.5
284,1,7763,6,27.0,,
285,139,7797,29,24.0,179.0,98.0
286,140,7797,30,28.0,179.0,98.0
287,139,7797,30,28.0,179.0,98.0
288,141,7799,4,23.0,166.0,67.0
289,142,7885,31,43.0,,
290,143,7885,31,43.0,,
291,144,7893,3,29.0,153.0,58.0
292,145,7894,32,23.0,,
293,146,7894,32,23.0,,
294,24,7922,1,24.0,205.0,97.0
295,24,7922,2,28.0,205.0,97.0
296,15,7937,2,19.0,171.0,57.0
297,74,7951,4,18.0,185.0,82.0
298,147,7951,4,18.0,185.0,82.0
299,148,7959,24,13.0,161.0,54.0
300,149,7959,24,13.0,161.0,54.0
301,96,7966,15,23.0,177.0,72.0
302,96,7966,16,30.0,177.0,72.0
303,149,7976,15,16.0,,
304,150,7982,9,29.0,160.0,57.0
305,9,7982,9,29.0,160.0,57.0
306,133,7988,4,25.0,174.0,75.0
307,151,7988,4,25.0,174.0,75.0
308,24,7990,9,23.0,198.0,86.0
309,152,7993,3,20.0,193.0,75.0
310,93,7993,1,28.0,193.0,75.0
311,93,7993,2,32.0,193.0,75.0
312,153,8051,1,19.0,171.0,59.0
313,98,8051,1,19.0,171.0,59.0
314,99,8051,1,19.0,171.0,59.0
315,153,8051,2,23.0,171.0,59.0
316,98,8051,2,23.0,171.0,59.0
317,99,8051,2,23.0,171.0,59.0
318,153,8051,5,27.0,171.0,59.0
319,99,8051,5,27.0,171.0,59.0
320,12,8096,17,23.0,174.0,66.0
321,154,8116,16,20.0,181.0,73.0
322,154,8116,17,28.0,181.0,73.0
323,155,8194,16,22.0,160.0,57.0
324,156,8230,4,25.0,175.0,67.0
325,157,8314,4,22.0,165.0,67.0
326,16,8326,3,28.0,189.0,85.0
327,16,8326,2,40.0,189.0,85.0
328,16,8329,4,26.0,181.0,80.0
329,16,8329,1,30.0,181.0,80.0
330,150,8333,6,17.0,,
331,9,8333,6,17.0,,
332,145,8354,13,23.0,173.0,68.0
333,146,8354,13,23.0,173.0,68.0
334,53,8354,13,23.0,173.0,68.0
335,113,8377,33,27.0,,
336,53,8450,4,29.0,176.0,76.0
337,96,8482,10,24.0,194.0,97.0
338,1,8535,10,26.0,185.0,74.0
339,1,8535,11,30.0,185.0,74.0
340,158,8542,6,22.0,,
341,159,8555,4,22.0,176.0,69.0
342,160,8555,4,22.0,176.0,69.0
343,161,8555,1,26.0,176.0,69.0
344,160,8555,1,26.0,176.0,69.0
345,125,8561,6,,,
346,162,8590,4,23.0,195.0,89.0
347,162,8590,1,27.0,195.0,89.0
348,162,8590,2,31.0,195.0,89.0
349,146,8595,3,19.0,171.0,71.0
350,163,8625,11,24.0,185.0,85.0
351,25,8629,10,25.0,195.0,90.0
352,44,8630,10,15.0,163.0,52.0
353,45,8630,10,15.0,163.0,52.0
354,46,8630,10,15.0,163.0,52.0
355,47,8630,10,15.0,163.0,52.0
356,48,8630,10,15.0,163.0,52.0
357,164,8730,6,,,74.0
358,71,8735,17,21.0,190.0,87.0
359,98,8782,10,18.0,168.0,60.0
360,97,8782,10,18.0,168.0,60.0
361,165,8782,11,22.0,168.0,60.0
362,153,8782,11,22.0,168.0,60.0
363,152,8853,3,19.0,183.0,72.0
364,93,8853,2,30.0,183.0,72.0
365,93,8853,5,34.0,183.0,72.0
366,166,8864,20,29.0,169.0,57.0
367,164,8908,20,28.0,167.0,74.0
368,94,8909,25,24.0,185.0,
369,95,8909,25,24.0,185.0,
370,115,8910,4,22.0,182.0,90.0
371,167,8910,4,22.0,182.0,90.0
372,168,8910,4,22.0,182.0,90.0
373,115,8910,1,26.0,182.0,90.0
374,167,8910,1,26.0,182.0,90.0
375,168,8910,1,26.0,182.0,90.0
376,169,8911,3,23.0,173.0,56.0
377,44,8914,17,18.0,157.0,41.0
378,45,8914,17,18.0,157.0,41.0
379,46,8914,17,18.0,157.0,41.0
380,47,8914,17,18.0,157.0,41.0
381,48,8914,17,18.0,157.0,41.0
382,24,8923,2,25.0,208.0,115.0
383,24,8923,5,29.0,208.0,115.0
384,115,8988,13,24.0,,
385,83,9013,1,21.0,180.0,78.0
386,83,9013,2,25.0,180.0,78.0
387,83,9013,5,29.0,180.0,78.0
388,96,9014,1,23.0,193.0,110.0
389,96,9014,2,27.0,193.0,110.0
390,170,9015,1,24.0,188.0,93.0
391,1,9018,5,23.0,184.0,74.0
392,90,9032,34,25.0,170.0,82.0
393,171,9032,34,25.0,170.0,82.0
394,172,9032,34,25.0,170.0,82.0
395,171,9032,18,29.0,170.0,82.0
396,31,9037,3,26.0,196.0,95.0
397,31,9037,4,30.0,196.0,95.0
398,66,9041,10,24.0,181.0,87.0
399,66,9041,11,28.0,181.0,87.0
400,66,9041,8,32.0,181.0,87.0
401,66,9041,12,36.0,181.0,87.0
402,66,9041,3,40.0,181.0,87.0
403,173,9041,4,44.0,181.0,87.0
404,20,9094,35,28.0,170.0,65.0
405,21,9094,35,28.0,170.0,65.0
406,22,9094,35,28.0,170.0,65.0
407,20,9094,25,32.0,170.0,65.0
408,21,9094,25,32.0,170.0,65.0
409,22,9094,25,32.0,170.0,65.0
410,165,9095,35,26.0,,
411,174,9095,35,26.0,,
412,175,9095,35,26.0,,
413,89,9099,5,23.0,175.0,70.0
414,176,9099,5,23.0,175.0,70.0
415,177,9181,5,28.0,168.0,66.0
416,178,9193,3,24.0,182.0,72.0
417,64,9221,3,25.0,188.0,100.0
418,179,9241,6,15.0,162.0,59.0
419,179,9241,20,19.0,162.0,59.0
420,33,9241,20,19.0,162.0,59.0
421,44,9294,15,19.0,151.0,51.0
422,49,9294,15,19.0,151.0,51.0
423,45,9294,15,19.0,151.0,51.0
424,46,9294,15,19.0,151.0,51.0
425,47,9294,15,19.0,151.0,51.0
426,48,9294,15,19.0,151.0,51.0
427,134,9297,5,21.0,163.0,64.0
428,180,9371,18,21.0,186.0,84.0
429,180,9371,21,25.0,186.0,84.0
430,180,9371,22,29.0,186.0,84.0
431,180,9372,18,25.0,186.0,79.0
432,42,9562,11,21.0,169.0,67.0
433,42,9562,8,25.0,169.0,67.0
434,127,9563,12,29.0,182.0,72.0
435,181,9567,2,29.0,173.0,62.0
436,181,9567,5,33.0,173.0,62.0
437,1,9632,9,21.0,170.0,65.0
438,1,9632,10,29.0,170.0,65.0
439,165,9645,15,17.0,167.0,57.0
440,182,9645,15,17.0,167.0,57.0
441,165,9645,24,21.0,167.0,57.0
442,153,9645,24,21.0,167.0,57.0
443,182,9645,24,21.0,167.0,57.0
444,33,9645,24,21.0,167.0,57.0
445,183,9655,3,22.0,193.0,87.0
446,183,9655,4,26.0,193.0,87.0
447,183,9655,1,30.0,193.0,87.0
448,184,9697,22,22.0,185.0,84.0
449,39,9697,22,22.0,185.0,84.0
450,185,9697,22,22.0,185.0,84.0
451,186,9721,4,21.0,173.0,70.0
452,186,9721,1,25.0,173.0,70.0
453,81,9764,5,26.0,187.0,90.0
454,187,9809,1,27.0,180.0,70.0
455,127,9809,2,31.0,180.0,70.0
456,24,9992,16,27.0,213.0,105.0
457,25,10050,6,19.0,,
458,157,10134,16,19.0,182.0,59.0
459,157,10134,9,23.0,182.0,59.0
460,10,10134,9,23.0,182.0,59.0
461,157,10134,17,27.0,182.0,59.0
462,10,10134,17,27.0,182.0,59.0
463,157,10134,10,31.0,182.0,59.0
464,1,10166,6,30.0,,
465,102,10168,4,32.0,178.0,69.0
466,188,10172,15,19.0,168.0,63.0
467,189,10172,15,19.0,168.0,63.0
468,59,10172,24,23.0,168.0,63.0
469,189,10172,24,23.0,168.0,63.0
470,190,10178,9,31.0,179.0,70.0
471,191,10178,9,31.0,179.0,70.0
472,190,10178,10,39.0,179.0,70.0
473,191,10178,10,39.0,179.0,70.0
474,96,10182,14,26.0,183.0,78.0
475,96,10182,6,30.0,183.0,78.0
476,64,10186,3,28.0,195.0,100.0
477,107,10225,16,30.0,183.0,65.0
478,192,10228,5,22.0,173.0,73.0
479,56,10245,1,23.0,167.0,55.0
480,65,10246,10,26.0,184.0,84.0
481,1,10302,10,26.0,185.0,78.0
482,193,10306,34,24.0,164.0,58.0
483,193,10306,18,28.0,164.0,58.0
484,194,10344,1,30.0,166.0,60.0
485,195,10344,1,30.0,166.0,60.0
486,196,10592,10,19.0,185.0,72.0
487,197,10592,10,19.0,185.0,72.0
488,67,10603,16,42.0,185.0,92.0
489,78,10760,6,18.0,,
490,198,10804,20,15.0,172.0,71.0
491,120,10804,20,15.0,172.0,71.0
492,198,10804,15,19.0,172.0,71.0
493,120,10804,15,19.0,172.0,71.0
494,103,10922,16,25.0,188.0,86.0
495,103,10922,9,29.0,188.0,86.0
496,110,11007,3,33.0,174.0,55.0
497,1,11009,11,25.0,178.0,77.0
498,1,11009,8,29.0,178.0,77.0
499,35,11043,16,24.0,185.0,74.0
500,35,11043,9,28.0,185.0,74.0
501,162,11116,1,36.0,165.0,66.0
502,108,11155,3,23.0,171.0,55.0
503,12,11155,4,26.0,171.0,55.0
504,53,11427,15,24.0,185.0,80.0
505,171,11430,36,20.0,,
506,91,11430,36,20.0,,
507,92,11430,36,20.0,,
508,23,11438,6,34.0,,
509,80,11453,16,24.0,180.0,80.0
510,1,11512,20,21.0,165.0,60.0
511,36,11535,15,18.0,173.0,67.0
512,199,11613,20,21.0,180.0,70.0
513,123,11631,9,27.0,183.0,78.0
514,126,11631,9,27.0,183.0,78.0
515,200,11670,2,24.0,189.0,86.0
516,201,11670,5,28.0,189.0,86.0
517,13,11673,5,24.0,187.0,72.0
518,77,11699,5,23.0,190.0,140.0
519,202,11709,13,20.0,,
520,107,11713,1,23.0,189.0,71.0
521,107,11713,2,27.0,189.0,71.0
522,1,11714,11,26.0,171.0,68.0
523,1,11714,8,29.0,171.0,68.0
524,203,11718,10,20.0,162.0,59.0
525,204,11718,10,20.0,162.0,59.0
526,205,11718,10,20.0,162.0,59.0
527,206,11718,10,20.0,162.0,59.0
528,207,11718,10,20.0,162.0,59.0
529,208,11718,10,20.0,162.0,59.0
530,209,11718,10,20.0,162.0,59.0
531,162,11779,2,23.0,189.0,85.0
532,83,11785,5,24.0,180.0,72.0
533,190,11789,12,23.0,,
534,26,11794,16,19.0,187.0,81.0
535,210,11797,11,23.0,163.0,60.0
536,211,11797,11,23.0,163.0,60.0
537,110,11883,3,36.0,175.0,59.0
538,212,11986,15,20.0,165.0,55.0
539,188,11986,15,20.0,165.0,55.0
540,189,11986,15,20.0,165.0,55.0
541,29,11990,3,29.0,165.0,60.0
542,18,11998,5,24.0,181.0,82.0
543,203,11999,6,,,
544,213,11999,6,,,
545,204,11999,6,,,
546,205,11999,6,,,
547,206,11999,6,,,
548,207,11999,6,,,
549,208,11999,6,,,
550,209,11999,6,,,
551,103,12003,12,25.0,178.0,78.0
552,103,12003,3,30.0,178.0,78.0
553,103,12003,4,34.0,178.0,78.0
554,131,12004,12,28.0,179.0,78.0
555,132,12004,12,28.0,179.0,78.0
556,131,12004,3,32.0,179.0,78.0
557,132,12004,3,32.0,179.0,78.0
558,214,12016,4,20.0,166.0,49.0
559,2,12017,6,23.0,,
560,23,12041,8,22.0,,
561,136,12053,15,20.0,166.0,62.0
562,74,12070,10,31.0,180.0,81.0
563,74,12070,11,35.0,180.0,81.0
564,147,12070,11,35.0,180.0,81.0
565,113,12075,32,27.0,167.0,62.0
566,215,12075,32,27.0,167.0,62.0
567,12,12075,32,27.0,167.0,62.0
568,216,12117,4,27.0,175.0,63.0
569,216,12117,1,31.0,175.0,63.0
570,217,12254,10,23.0,171.0,64.0
571,24,12266,9,21.0,191.0,81.0
572,58,12368,3,44.0,173.0,69.0
573,114,12368,3,44.0,173.0,69.0
574,112,12379,20,24.0,180.0,66.0
575,112,12379,15,28.0,180.0,66.0
576,61,12410,5,22.0,163.0,49.0
577,42,12421,1,22.0,165.0,60.0
578,42,12421,2,26.0,165.0,60.0
579,42,12421,5,30.0,165.0,60.0
580,218,12423,8,23.0,173.0,58.0
581,109,12450,15,22.0,179.0,75.0
582,89,12451,37,22.0,,
583,26,12490,1,19.0,180.0,65.0
584,26,12490,2,23.0,180.0,65.0
585,26,12490,5,27.0,180.0,65.0
586,219,12576,22,20.0,191.0,79.0
587,220,12599,2,23.0,178.0,66.0
588,220,12599,5,28.0,178.0,66.0
589,1,12610,8,22.0,,
590,221,12657,11,21.0,174.0,66.0
591,221,12657,8,25.0,174.0,66.0
592,221,12657,12,29.0,174.0,66.0
593,24,12795,4,19.0,213.0,122.0
594,24,12795,1,23.0,213.0,122.0
595,24,12795,5,31.0,213.0,122.0
596,148,12808,5,19.0,167.0,54.0
597,149,12808,5,19.0,167.0,54.0
598,112,12925,5,22.0,177.0,63.0
599,4,12968,37,23.0,,
600,163,13028,17,24.0,189.0,83.0
601,222,13037,22,23.0,191.0,82.0
602,223,13038,23,22.0,,
603,224,13038,23,22.0,,
604,56,13061,1,25.0,167.0,60.0
605,57,13061,2,29.0,167.0,60.0
606,56,13061,2,29.0,167.0,60.0
607,203,13119,6,19.0,177.0,73.0
608,213,13119,6,19.0,177.0,73.0
609,204,13119,6,19.0,177.0,73.0
610,205,13119,6,19.0,177.0,73.0
611,206,13119,6,19.0,177.0,73.0
612,207,13119,6,19.0,177.0,73.0
613,208,13119,6,19.0,177.0,73.0
614,209,13119,6,19.0,177.0,73.0
615,203,13119,20,23.0,177.0,73.0
616,204,13119,20,23.0,177.0,73.0
617,205,13119,20,23.0,177.0,73.0
618,206,13119,20,23.0,177.0,73.0
619,207,13119,20,23.0,177.0,73.0
620,208,13119,20,23.0,177.0,73.0
621,209,13119,20,23.0,177.0,73.0
622,203,13119,15,27.0,177.0,73.0
623,213,13119,15,27.0,177.0,73.0
624,204,13119,15,27.0,177.0,73.0
625,205,13119,15,27.0,177.0,73.0
626,206,13119,15,27.0,177.0,73.0
627,207,13119,15,27.0,177.0,73.0
628,208,13119,15,27.0,177.0,73.0
629,209,13119,15,27.0,177.0,73.0
630,42,13156,5,28.0,170.0,70.0
631,44,13280,1,18.0,160.0,49.0
632,49,13280,1,18.0,160.0,49.0
633,45,13280,1,18.0,160.0,49.0
634,47,13280,1,18.0,160.0,49.0
635,48,13280,1,18.0,160.0,49.0
636,49,13280,2,22.0,160.0,49.0
637,47,13280,2,22.0,160.0,49.0
638,48,13280,2,22.0,160.0,49.0
639,183,13315,12,21.0,183.0,75.0
640,1,13356,6,23.0,181.0,
641,25,13359,2,21.0,190.0,93.0
642,65,13359,5,25.0,190.0,93.0
643,69,13362,8,29.0,169.0,78.0
644,69,13362,12,33.0,169.0,78.0
645,163,13363,10,20.0,187.0,92.0
646,165,13364,16,16.0,166.0,56.0
647,182,13364,16,16.0,166.0,56.0
648,33,13364,16,16.0,166.0,56.0
649,125,13366,15,20.0,180.0,75.0
650,217,13401,12,27.0,178.0,70.0
651,225,13401,12,27.0,178.0,70.0
652,217,13401,3,31.0,178.0,70.0
653,225,13401,3,31.0,178.0,70.0
654,24,13566,10,22.0,208.0,117.0
655,24,13566,11,26.0,208.0,117.0
656,24,13566,8,30.0,208.0,117.0
657,24,13566,12,34.0,208.0,117.0
658,226,13586,21,25.0,160.0,52.0
659,227,13586,21,25.0,160.0,52.0
660,228,13586,21,25.0,160.0,52.0
661,229,13590,15,21.0,183.0,104.0
662,183,13638,5,26.0,186.0,78.0
663,221,13678,6,21.0,,
664,23,13760,8,20.0,185.0,
665,42,13828,10,27.0,166.0,58.0
666,230,13883,18,23.0,167.0,58.0
667,230,13883,21,27.0,167.0,58.0
668,230,13883,22,30.0,167.0,58.0
669,224,13883,22,30.0,167.0,58.0
670,110,14055,3,26.0,171.0,61.0
671,104,14124,13,19.0,,
672,89,14124,13,19.0,,
673,231,14126,8,31.0,,
674,36,14243,5,21.0,175.0,65.0
675,232,14243,5,21.0,175.0,65.0
676,11,14246,15,25.0,186.0,86.0
677,152,14251,3,24.0,180.0,73.0
678,233,14256,7,26.0,,
679,50,14257,1,26.0,167.0,67.0
680,212,14258,15,21.0,157.0,50.0
681,189,14258,15,21.0,157.0,50.0
682,212,14258,24,25.0,157.0,50.0
683,188,14258,24,25.0,157.0,50.0
684,189,14258,24,25.0,157.0,50.0
685,200,14267,5,28.0,191.0,89.0
686,42,14283,11,25.0,165.0,57.0
687,42,14283,8,29.0,165.0,57.0
688,43,14286,16,24.0,175.0,53.0
689,234,14315,13,21.0,,
690,42,14319,2,25.0,169.0,60.0
691,1,14320,10,28.0,175.0,68.0
692,62,14321,24,22.0,189.0,83.0
693,235,14325,1,24.0,171.0,59.0
