id,id_modality,athlete_id,id_olympic,Age,Height,Weight
6230,45,109090,8,19.0,,
6231,46,109090,8,19.0,,
6232,47,109090,8,19.0,,
6233,48,109090,8,19.0,,
6234,400,109143,1,32.0,170.0,74.0
6235,43,109156,16,25.0,193.0,93.0
6236,25,109156,9,29.0,193.0,93.0
6237,161,109236,11,23.0,158.0,50.0
6238,161,109236,8,27.0,158.0,50.0
6239,420,109239,20,22.0,175.0,119.0
6240,420,109239,15,26.0,175.0,119.0
6241,203,109312,6,25.0,,
6242,213,109312,6,25.0,,
6243,204,109312,6,25.0,,
6244,205,109312,6,25.0,,
6245,206,109312,6,25.0,,
6246,207,109312,6,25.0,,
6247,208,109312,6,25.0,,
6248,209,109312,6,25.0,,
6249,256,109364,7,14.0,,
6250,440,109379,18,23.0,173.0,66.0
6251,440,109379,21,27.0,173.0,66.0
6252,67,109381,16,35.0,182.0,71.0
6253,25,109385,16,24.0,193.0,93.0
6254,25,109385,9,28.0,193.0,93.0
6255,67,109438,10,15.0,179.0,85.0
6256,441,109449,22,27.0,164.0,59.0
6257,56,109451,5,17.0,163.0,49.0
6258,111,109471,3,33.0,190.0,95.0
6259,64,109499,12,33.0,176.0,86.0
6260,64,109500,12,29.0,175.0,74.0
6261,12,109513,2,28.0,183.0,60.0
6262,12,109513,5,32.0,183.0,60.0
6263,273,109577,1,23.0,170.0,83.0
6264,398,109598,3,37.0,150.0,44.0
6265,96,109606,20,22.0,177.0,74.0
6266,96,109632,10,23.0,176.0,76.0
6267,21,109754,10,17.0,177.0,70.0
6268,110,109826,3,29.0,166.0,64.0
6269,163,109832,9,24.0,193.0,90.0
6270,29,109856,4,16.0,175.0,68.0
6271,120,109862,20,19.0,185.0,73.0
6272,163,109883,15,21.0,190.0,86.0
6273,25,109883,24,25.0,190.0,86.0
6274,265,109888,11,22.0,190.0,90.0
6275,145,109891,3,21.0,183.0,80.0
6276,250,109891,3,21.0,183.0,80.0
6277,53,109891,3,21.0,183.0,80.0
6278,387,109923,5,26.0,184.0,80.0
6279,238,110018,18,18.0,168.0,69.0
6280,157,110163,6,22.0,179.0,72.0
6281,268,110163,6,22.0,179.0,72.0
6282,157,110163,20,25.0,179.0,72.0
6283,268,110163,20,25.0,179.0,72.0
6284,353,110163,20,25.0,179.0,72.0
6285,198,110234,10,17.0,176.0,74.0
6286,120,110234,10,17.0,176.0,74.0
6287,121,110234,11,22.0,176.0,74.0
6288,120,110234,11,22.0,176.0,74.0
6289,121,110234,8,25.0,176.0,74.0
6290,120,110234,8,25.0,176.0,74.0
6291,39,110599,21,24.0,178.0,67.0
6292,442,110599,21,24.0,178.0,67.0
6293,185,110599,21,24.0,178.0,67.0
6294,157,110767,16,19.0,178.0,72.0
6295,157,110767,9,23.0,178.0,72.0
6296,29,110787,5,25.0,164.0,62.0
6297,23,110792,1,22.0,188.0,78.0
6298,24,110800,9,26.0,196.0,89.0
6299,141,110867,3,32.0,174.0,70.0
6300,10,110886,20,33.0,178.0,68.0
6301,11,110886,20,33.0,178.0,68.0
6302,203,110896,1,24.0,167.0,70.0
6303,204,110896,1,24.0,167.0,70.0
6304,206,110896,1,24.0,167.0,70.0
6305,207,110896,1,24.0,167.0,70.0
6306,208,110896,1,24.0,167.0,70.0
6307,209,110896,1,24.0,167.0,70.0
6308,136,110962,25,33.0,178.0,
6309,12,110985,20,25.0,187.0,78.0
6310,179,111276,6,,,
6311,26,111569,9,23.0,175.0,76.0
6312,129,111661,5,26.0,172.0,80.0
6313,44,111664,12,15.0,155.0,46.0
6314,49,111664,12,15.0,155.0,46.0
6315,45,111664,12,15.0,155.0,46.0
6316,46,111664,12,15.0,155.0,46.0
6317,47,111664,12,15.0,155.0,46.0
6318,48,111664,12,15.0,155.0,46.0
6319,44,111664,3,19.0,155.0,46.0
6320,49,111664,3,19.0,155.0,46.0
6321,45,111664,3,19.0,155.0,46.0
6322,46,111664,3,19.0,155.0,46.0
6323,47,111664,3,19.0,155.0,46.0
6324,48,111664,3,19.0,155.0,46.0
6325,44,111664,4,23.0,155.0,46.0
6326,49,111664,4,23.0,155.0,46.0
6327,47,111664,4,23.0,155.0,46.0
6328,48,111664,4,23.0,155.0,46.0
6329,127,111672,1,23.0,182.0,70.0
6330,127,111672,2,27.0,182.0,70.0
6331,42,111675,3,19.0,181.0,68.0
6332,42,111675,4,23.0,181.0,68.0
6333,42,111675,1,27.0,181.0,68.0
6334,23,111720,3,24.0,177.0,77.0
6335,384,111864,3,23.0,191.0,88.0
6336,384,111864,4,27.0,191.0,88.0
6337,384,111864,1,31.0,191.0,88.0
6338,25,111865,25,41.0,170.0,63.0
6339,44,111888,3,16.0,155.0,50.0
6340,49,111888,3,16.0,155.0,50.0
6341,45,111888,3,16.0,155.0,50.0
6342,46,111888,3,16.0,155.0,50.0
6343,47,111888,3,16.0,155.0,50.0
6344,48,111888,3,16.0,155.0,50.0
6345,44,111888,4,20.0,155.0,50.0
6346,49,111888,4,20.0,155.0,50.0
6347,45,111888,4,20.0,155.0,50.0
6348,46,111888,4,20.0,155.0,50.0
6349,47,111888,4,20.0,155.0,50.0
6350,48,111888,4,20.0,155.0,50.0
6351,23,111895,11,23.0,180.0,81.0
6352,339,111900,8,20.0,180.0,71.0
6353,320,111900,12,24.0,180.0,71.0
6354,320,111900,3,28.0,180.0,71.0
6355,42,111902,5,23.0,173.0,68.0
6356,29,111905,4,21.0,173.0,68.0
6357,111,111921,3,27.0,189.0,80.0
6358,23,111946,8,22.0,,
6359,162,111955,11,21.0,183.0,80.0
6360,231,111956,1,23.0,186.0,81.0
6361,231,111956,2,27.0,186.0,81.0
6362,390,111979,26,36.0,,
6363,41,111979,26,36.0,,
6364,29,112047,4,25.0,167.0,59.0
6365,331,112049,22,18.0,181.0,70.0
6366,406,112049,22,18.0,181.0,70.0
6367,54,112049,22,18.0,181.0,70.0
6368,55,112049,22,18.0,181.0,70.0
6369,246,112049,22,18.0,181.0,70.0
6370,42,112051,11,23.0,159.0,61.0
6371,1,112059,15,22.0,173.0,72.0
6372,1,112059,24,26.0,173.0,72.0
6373,1,112059,16,30.0,173.0,72.0
6374,12,112070,14,33.0,,
6375,96,112083,14,21.0,,
6376,96,112083,6,26.0,,
6377,50,112112,1,21.0,178.0,77.0
6378,254,112173,10,26.0,190.0,95.0
6379,255,112173,10,26.0,190.0,95.0
6380,254,112173,11,30.0,190.0,95.0
6381,255,112173,11,30.0,190.0,95.0
6382,148,112178,9,16.0,166.0,54.0
6383,149,112178,9,16.0,166.0,54.0
6384,295,112178,9,16.0,166.0,54.0
6385,318,112180,2,19.0,168.0,55.0
6386,318,112180,5,23.0,168.0,55.0
6387,1,112182,1,29.0,191.0,89.0
6388,87,112210,5,21.0,165.0,55.0
6389,331,112217,38,17.0,,
6390,54,112217,38,17.0,,
6391,55,112217,38,17.0,,
6392,22,112223,5,25.0,190.0,83.0
6393,36,112226,8,19.0,166.0,60.0
6394,71,112229,1,21.0,183.0,85.0
6395,262,112229,2,25.0,183.0,85.0
6396,71,112229,2,25.0,183.0,85.0
6397,13,112233,17,24.0,171.0,65.0
6398,14,112233,17,24.0,171.0,65.0
6399,13,112233,10,29.0,171.0,65.0
6400,265,112237,8,24.0,182.0,82.0
6401,42,112246,2,19.0,159.0,55.0
6402,42,112246,5,24.0,159.0,55.0
6403,35,112254,11,36.0,,
6404,264,112257,20,17.0,172.0,51.0
6405,155,112263,9,22.0,163.0,57.0
6406,1,112267,12,25.0,174.0,70.0
6407,166,112276,9,22.0,175.0,75.0
6408,166,112276,17,26.0,175.0,75.0
6409,166,112276,10,30.0,175.0,75.0
6410,24,112299,3,25.0,194.0,95.0
6411,24,112299,4,29.0,194.0,95.0
6412,44,112301,12,16.0,149.0,43.0
6413,49,112301,12,16.0,149.0,43.0
6414,45,112301,12,16.0,149.0,43.0
6415,46,112301,12,16.0,149.0,43.0
6416,47,112301,12,16.0,149.0,43.0
6417,48,112301,12,16.0,149.0,43.0
6418,42,112318,4,25.0,161.0,58.0
6419,129,112340,3,21.0,175.0,95.0
6420,31,112343,2,21.0,204.0,95.0
6421,32,112344,9,18.0,169.0,56.0
6422,1,112352,12,22.0,174.0,73.0
6423,14,112373,6,27.0,188.0,85.0
6424,30,112381,2,31.0,177.0,69.0
6425,1,112384,11,28.0,183.0,78.0
6426,132,112389,1,23.0,194.0,80.0
6427,132,112389,2,27.0,194.0,80.0
6428,83,112399,2,26.0,181.0,68.0
6429,71,112412,1,26.0,187.0,92.0
6430,71,112412,2,30.0,187.0,92.0
6431,23,112413,6,21.0,,
6432,1,112425,9,27.0,183.0,79.0
6433,1,112425,10,35.0,183.0,79.0
6434,278,112510,11,25.0,166.0,58.0
6435,334,112510,11,25.0,166.0,58.0
6436,296,112521,1,35.0,165.0,50.0
6437,24,112523,17,22.0,183.0,80.0
6438,24,112523,10,26.0,183.0,80.0
6439,24,112523,11,30.0,183.0,80.0
6440,24,112523,8,34.0,183.0,80.0
6441,260,112528,12,23.0,177.0,67.0
6442,260,112528,3,27.0,177.0,67.0
6443,261,112528,3,27.0,177.0,67.0
6444,62,112535,15,22.0,187.0,81.0
6445,62,112535,24,26.0,187.0,81.0
6446,162,112541,4,23.0,180.0,80.0
6447,162,112541,1,27.0,180.0,80.0
6448,162,112541,2,31.0,180.0,80.0
6449,64,112545,3,18.0,175.0,80.0
6450,339,112575,8,18.0,,
6451,81,112577,12,24.0,193.0,93.0
6452,1,112587,10,24.0,189.0,82.0
6453,1,112587,11,29.0,189.0,82.0
6454,336,112588,1,27.0,161.0,48.0
6455,146,112971,2,19.0,186.0,73.0
6456,126,112971,2,19.0,186.0,73.0
6457,199,112972,24,35.0,196.0,89.0
6458,353,113051,15,36.0,170.0,70.0
6459,354,113051,15,36.0,170.0,70.0
6460,31,113235,4,22.0,198.0,98.0
6461,345,113310,3,26.0,169.0,90.0
6462,345,113310,4,30.0,169.0,90.0
6463,83,113471,2,19.0,188.0,82.0
6464,83,113471,5,23.0,188.0,82.0
6465,262,113477,24,25.0,172.0,70.0
6466,117,113477,16,29.0,172.0,70.0
6467,118,113477,9,33.0,172.0,70.0
6468,262,113477,9,33.0,172.0,70.0
6469,1,113624,6,27.0,176.0,74.0
6470,1,113624,20,31.0,176.0,74.0
6471,359,113732,11,21.0,171.0,63.0
6472,140,113748,22,33.0,180.0,102.0
6473,139,113748,22,33.0,180.0,102.0
6474,165,113770,13,18.0,,
6475,98,113770,13,18.0,,
6476,350,113782,17,18.0,177.0,72.0
6477,196,113782,17,18.0,177.0,72.0
6478,294,113790,7,16.0,,
6479,154,113838,10,22.0,174.0,77.0
6480,321,113838,10,22.0,174.0,77.0
6481,23,113882,1,20.0,192.0,85.0
6482,23,113902,12,23.0,178.0,75.0
6483,162,113942,12,28.0,187.0,68.0
6484,162,113942,3,32.0,187.0,68.0
6485,162,113942,4,36.0,187.0,68.0
6486,161,113955,2,24.0,161.0,55.0
6487,161,113955,5,28.0,161.0,55.0
6488,350,113965,1,22.0,196.0,92.0
6489,196,113965,1,22.0,196.0,92.0
6490,120,113965,1,22.0,196.0,92.0
6491,350,113965,2,26.0,196.0,92.0
6492,120,113965,2,26.0,196.0,92.0
6493,22,113968,4,19.0,190.0,88.0
6494,68,113968,1,23.0,190.0,88.0
6495,25,113970,8,23.0,,
6496,93,113972,12,31.0,172.0,71.0
6497,140,113973,21,25.0,181.0,101.0
6498,1,113997,12,22.0,180.0,76.0
6499,1,113997,3,26.0,180.0,76.0
6500,108,114093,2,30.0,180.0,85.0
6501,108,114093,5,34.0,180.0,85.0
6502,22,114123,10,18.0,184.0,79.0
6503,5,114123,11,22.0,184.0,79.0
6504,104,114123,11,22.0,184.0,79.0
6505,68,114123,11,22.0,184.0,79.0
6506,22,114123,11,22.0,184.0,79.0
6507,6,114123,8,26.0,184.0,79.0
6508,89,114123,8,26.0,184.0,79.0
6509,120,114123,8,26.0,184.0,79.0
6510,57,114136,5,21.0,165.0,55.0
6511,56,114136,5,21.0,165.0,55.0
6512,1,114137,11,20.0,184.0,90.0
6513,1,114137,8,23.0,184.0,90.0
6514,1,114137,12,27.0,184.0,90.0
6515,1,114137,3,32.0,184.0,90.0
6516,132,114201,12,21.0,192.0,85.0
6517,443,114267,20,19.0,169.0,70.0
6518,257,114267,20,19.0,169.0,70.0
6519,115,114289,37,,,
6520,30,114361,2,26.0,168.0,70.0
6521,268,114362,14,28.0,,
6522,10,114362,14,28.0,,
6523,11,114362,14,28.0,,
6524,354,114362,14,28.0,,
6525,310,114364,5,33.0,173.0,82.0
6526,381,114376,8,26.0,172.0,55.0
6527,96,114379,4,21.0,198.0,93.0
6528,96,114379,1,25.0,198.0,93.0
6529,96,114379,5,33.0,198.0,93.0
6530,190,114392,3,34.0,177.0,66.0
6531,62,114406,5,22.0,188.0,71.0
6532,198,114422,15,16.0,,
6533,29,114450,3,24.0,173.0,63.0
6534,169,114451,1,31.0,166.0,61.0
6535,42,114453,8,20.0,171.0,60.0
6536,42,114453,12,24.0,171.0,60.0
6537,42,114453,3,28.0,171.0,60.0
6538,276,114560,10,26.0,170.0,61.0
6539,57,114560,10,26.0,170.0,61.0
6540,104,114581,35,25.0,180.0,
6541,22,114581,35,25.0,180.0,
6542,196,114581,35,25.0,180.0,
6543,104,114581,25,29.0,180.0,
6544,22,114581,25,29.0,180.0,
6545,196,114581,25,29.0,180.0,
6546,34,114584,12,19.0,175.0,66.0
6547,302,114596,18,19.0,164.0,55.0
6548,302,114596,22,27.0,164.0,55.0
6549,268,114600,6,,,
6550,126,114710,4,21.0,180.0,71.0
6551,126,114710,1,25.0,180.0,71.0
6552,126,114710,2,29.0,180.0,71.0
6553,54,114733,40,17.0,175.0,75.0
6554,55,114733,40,17.0,175.0,75.0
6555,246,114733,40,17.0,175.0,75.0
6556,54,114733,29,19.0,175.0,75.0
6557,55,114733,29,19.0,175.0,75.0
6558,246,114733,29,19.0,175.0,75.0
6559,55,114733,30,23.0,175.0,75.0
6560,55,114733,34,27.0,175.0,75.0
6561,444,114734,30,26.0,182.0,91.0
6562,431,114734,34,30.0,182.0,91.0
6563,165,114779,24,17.0,171.0,64.0
6564,153,114779,24,17.0,171.0,64.0
6565,182,114779,24,17.0,171.0,64.0
6566,33,114779,24,17.0,171.0,64.0
6567,138,114881,17,21.0,166.0,68.0
6568,138,114881,10,25.0,166.0,68.0
6569,30,114966,5,24.0,174.0,66.0
6570,108,114980,6,28.0,174.0,60.0
6571,64,114982,4,24.0,182.0,84.0
6572,36,114988,12,32.0,172.0,64.0
6573,96,115020,3,22.0,185.0,85.0
6574,96,115020,4,26.0,185.0,85.0
6575,96,115020,1,30.0,185.0,85.0
6576,163,115068,16,26.0,198.0,97.0
6577,21,115069,4,24.0,188.0,82.0
6578,22,115069,4,24.0,188.0,82.0
6579,20,115069,1,28.0,188.0,82.0
6580,21,115069,1,28.0,188.0,82.0
6581,136,115087,17,21.0,170.0,60.0
6582,37,115099,11,20.0,184.0,74.0
6583,77,115100,2,24.0,181.0,128.0
6584,25,115107,1,21.0,194.0,97.0
6585,131,115109,12,30.0,183.0,75.0
6586,96,115121,17,25.0,190.0,80.0
6587,36,115124,11,23.0,187.0,77.0
6588,37,115124,11,23.0,187.0,77.0
6589,50,115138,1,27.0,165.0,65.0
6590,25,115145,12,22.0,200.0,90.0
6591,65,115145,3,26.0,200.0,90.0
6592,25,115145,4,30.0,200.0,90.0
6593,42,115146,5,19.0,175.0,68.0
6594,25,115149,12,22.0,200.0,92.0
6595,65,115149,3,26.0,200.0,92.0
6596,25,115149,4,30.0,200.0,92.0
6597,102,115164,3,29.0,176.0,72.0
6598,201,115165,2,26.0,186.0,86.0
6599,117,115165,2,26.0,186.0,86.0
6600,71,115165,2,26.0,186.0,86.0
6601,117,115165,5,30.0,186.0,86.0
6602,25,115179,4,26.0,195.0,90.0
6603,25,115179,1,30.0,195.0,90.0
6604,339,115237,8,19.0,182.0,75.0
6605,320,115237,12,23.0,182.0,75.0
6606,64,115321,4,24.0,200.0,100.0
6607,350,115323,10,21.0,182.0,72.0
6608,104,115327,10,21.0,196.0,88.0
6609,6,115327,10,21.0,196.0,88.0
6610,121,115327,10,21.0,196.0,88.0
6611,120,115327,10,21.0,196.0,88.0
6612,96,115328,11,20.0,188.0,87.0
6613,96,115328,8,24.0,188.0,87.0
6614,216,115331,5,23.0,172.0,70.0
6615,89,115334,1,23.0,197.0,95.0
6616,176,115334,1,23.0,197.0,95.0
6617,120,115334,1,23.0,197.0,95.0
6618,89,115334,2,27.0,197.0,95.0
6619,120,115334,2,27.0,197.0,95.0
6620,94,115436,12,26.0,185.0,80.0
6621,392,115460,12,23.0,173.0,66.0
6622,392,115460,3,27.0,173.0,66.0
6623,10,115466,6,30.0,177.0,74.0
6624,10,115466,20,33.0,177.0,74.0
6625,11,115466,20,33.0,177.0,74.0
6626,146,115467,11,23.0,176.0,71.0
6627,19,115472,3,18.0,179.0,63.0
6628,278,115532,4,20.0,175.0,68.0
6629,334,115532,4,20.0,175.0,68.0
6630,278,115532,1,24.0,175.0,68.0
6631,334,115532,1,24.0,175.0,68.0
6632,278,115532,2,28.0,175.0,68.0
6633,395,115532,2,28.0,175.0,68.0
6634,334,115532,2,28.0,175.0,68.0
6635,278,115532,5,32.0,175.0,68.0
6636,395,115532,5,32.0,175.0,68.0
6637,334,115532,5,32.0,175.0,68.0
6638,32,115548,9,17.0,163.0,64.0
6639,87,115554,3,29.0,172.0,68.0
6640,87,115554,4,33.0,172.0,68.0
6641,87,115554,2,41.0,172.0,68.0
6642,93,115687,3,29.0,188.0,72.0
6643,221,115690,5,23.0,168.0,58.0
6644,150,115692,1,20.0,157.0,50.0
6645,318,115692,1,20.0,157.0,50.0
6646,150,115692,2,24.0,157.0,50.0
6647,318,115692,2,24.0,157.0,50.0
6648,212,115768,13,23.0,172.0,57.0
6649,188,115768,13,23.0,172.0,57.0
6650,281,115768,13,23.0,172.0,57.0
6651,189,115768,13,23.0,172.0,57.0
6652,212,115768,14,26.0,172.0,57.0
6653,281,115768,14,26.0,172.0,57.0
6654,189,115768,14,26.0,172.0,57.0
6655,212,115768,6,31.0,172.0,57.0
6656,281,115768,6,31.0,172.0,57.0
6657,189,115768,6,31.0,172.0,57.0
6658,163,115769,10,29.0,187.0,85.0
6659,140,115919,36,22.0,,
6660,117,115921,6,22.0,169.0,72.0
6661,262,115921,20,26.0,169.0,72.0
6662,319,115921,20,26.0,169.0,72.0
6663,71,115921,15,30.0,169.0,72.0
6664,71,115921,24,34.0,169.0,72.0
6665,146,115923,37,21.0,,
6666,112,115923,37,21.0,,
6667,278,115937,12,25.0,178.0,65.0
6668,334,115937,3,29.0,178.0,65.0
6669,334,115937,4,33.0,178.0,65.0
6670,334,115937,1,37.0,178.0,65.0
6671,83,115984,4,23.0,180.0,75.0
6672,327,116011,12,21.0,163.0,57.0
6673,66,116025,13,33.0,180.0,92.0
6674,67,116025,14,37.0,180.0,92.0
6675,199,116025,6,41.0,180.0,92.0
6676,199,116025,20,45.0,180.0,92.0
6677,31,116311,2,24.0,196.0,86.0
6678,44,116346,17,16.0,156.0,45.0
6679,45,116346,17,16.0,156.0,45.0
6680,46,116346,17,16.0,156.0,45.0
6681,47,116346,17,16.0,156.0,45.0
6682,48,116346,17,16.0,156.0,45.0
6683,6,116360,4,18.0,189.0,78.0
6684,5,116360,1,22.0,189.0,78.0
6685,104,116360,1,22.0,189.0,78.0
6686,6,116360,1,22.0,189.0,78.0
6687,120,116360,1,22.0,189.0,78.0
6688,5,116360,2,26.0,189.0,78.0
6689,6,116360,2,26.0,189.0,78.0
6690,86,116370,12,26.0,167.0,61.0
6691,382,116378,3,28.0,164.0,52.0
6692,118,116419,9,21.0,182.0,85.0
6693,71,116419,9,21.0,182.0,85.0
6694,116,116419,17,25.0,182.0,85.0
6695,117,116419,17,25.0,182.0,85.0
6696,180,116437,22,20.0,183.0,83.0
6697,326,116440,8,34.0,,
6698,162,116443,4,20.0,190.0,78.0
6699,162,116443,1,24.0,190.0,78.0
6700,162,116443,2,28.0,190.0,78.0
6701,162,116443,5,32.0,190.0,78.0
6702,44,116555,16,18.0,161.0,50.0
6703,45,116555,16,18.0,161.0,50.0
6704,46,116555,16,18.0,161.0,50.0
6705,47,116555,16,18.0,161.0,50.0
6706,48,116555,16,18.0,161.0,50.0
6707,42,116556,10,25.0,164.0,54.0
6708,168,116558,2,24.0,178.0,92.0
6709,243,116651,3,23.0,175.0,64.0
6710,131,116651,3,23.0,175.0,64.0
6711,71,116669,3,27.0,176.0,85.0
6712,30,116709,5,25.0,180.0,76.0
6713,158,116719,1,17.0,160.0,48.0
6714,277,116743,9,20.0,179.0,72.0
6715,26,116743,17,24.0,179.0,72.0
6716,24,116749,6,,,
6717,294,117057,26,19.0,,
6718,125,117060,12,22.0,162.0,57.0
6719,202,117060,3,26.0,162.0,57.0
6720,1,117067,2,23.0,170.0,64.0
6721,1,117067,5,27.0,170.0,64.0
6722,25,117070,2,24.0,193.0,94.0
6723,445,117096,6,23.0,,
6724,426,117106,30,24.0,178.0,77.0
6725,96,117144,5,26.0,190.0,103.0
6726,186,117167,3,29.0,176.0,72.0
6727,79,117320,12,28.0,180.0,80.0
6728,72,117345,12,40.0,178.0,108.0
6729,25,117434,4,22.0,190.0,86.0
6730,421,117467,5,36.0,178.0,79.0
6731,341,117467,5,36.0,178.0,79.0
6732,88,117504,3,23.0,184.0,95.0
6733,353,117570,6,30.0,,
6734,354,117570,6,30.0,,
6735,232,117700,4,24.0,169.0,62.0
6736,25,117759,25,36.0,188.0,74.0
6737,316,117817,36,20.0,177.0,90.0
6738,313,117817,36,20.0,177.0,90.0
6739,316,117817,40,24.0,177.0,90.0
6740,313,117817,40,24.0,177.0,90.0
6741,314,117817,40,24.0,177.0,90.0
6742,315,117817,40,24.0,177.0,90.0
6743,316,117817,29,26.0,177.0,90.0
6744,313,117817,29,26.0,177.0,90.0
6745,342,118093,16,18.0,157.0,48.0
6746,162,118098,5,22.0,185.0,87.0
6747,13,118133,1,23.0,178.0,58.0
6748,14,118133,1,23.0,178.0,58.0
6749,13,118133,2,27.0,178.0,58.0
6750,14,118133,2,27.0,178.0,58.0
6751,14,118133,5,31.0,178.0,58.0
6752,398,118134,5,23.0,167.0,54.0
6753,64,118198,4,22.0,178.0,88.0
6754,262,118202,5,27.0,176.0,80.0
6755,413,118293,2,34.0,165.0,60.0
6756,299,118318,1,21.0,157.0,56.0
6757,29,118478,3,32.0,174.0,66.0
6758,210,118549,5,26.0,166.0,65.0
6759,413,118549,5,26.0,166.0,65.0
6760,446,118578,24,27.0,180.0,73.0
6761,446,118578,16,31.0,180.0,73.0
6762,446,118578,9,35.0,180.0,73.0
6763,257,118594,2,25.0,165.0,60.0
6764,104,118617,1,22.0,198.0,90.0
6765,6,118617,1,22.0,198.0,90.0
6766,120,118617,1,22.0,198.0,90.0
6767,6,118617,2,26.0,198.0,90.0
6768,120,118617,2,26.0,198.0,90.0
6769,35,118693,6,30.0,180.0,79.0
6770,35,118693,20,34.0,180.0,79.0
6771,165,118736,9,16.0,172.0,56.0
6772,182,118736,9,16.0,172.0,56.0
6773,33,118736,9,16.0,172.0,56.0
6774,119,118780,3,28.0,188.0,80.0
6775,96,118854,11,24.0,182.0,92.0
6776,111,118863,3,28.0,180.0,74.0
6777,194,118876,11,54.0,165.0,54.0
6778,327,118878,8,21.0,,
6779,42,118902,2,27.0,163.0,62.0
6780,125,118930,20,22.0,170.0,53.0
6781,162,118932,4,23.0,185.0,72.0
6782,162,118932,1,27.0,185.0,72.0
6783,162,118932,5,35.0,185.0,72.0
6784,320,118934,3,24.0,179.0,74.0
6785,363,118938,20,28.0,185.0,83.0
6786,225,119027,4,28.0,166.0,55.0
6787,74,119084,16,30.0,185.0,
6788,210,119216,11,21.0,180.0,65.0
6789,211,119216,11,21.0,180.0,65.0
6790,210,119216,8,25.0,180.0,65.0
6791,211,119216,8,25.0,180.0,65.0
6792,11,119298,15,28.0,174.0,66.0
6793,81,119302,11,27.0,184.0,91.0
6794,176,119304,10,21.0,183.0,76.0
6795,89,119545,6,18.0,190.0,
6796,89,119545,20,22.0,190.0,
6797,120,119545,20,22.0,190.0,
6798,107,119759,6,21.0,165.0,57.0
6799,113,119759,20,25.0,165.0,57.0
6800,107,119759,20,25.0,165.0,57.0
6801,113,119759,15,29.0,165.0,57.0
6802,107,119759,15,29.0,165.0,57.0
6803,64,119769,3,22.0,190.0,84.0
6804,71,119772,11,26.0,176.0,80.0
6805,249,119786,18,32.0,170.0,64.0
6806,2,119791,6,25.0,,
6807,8,119806,7,23.0,,
6808,96,119827,3,28.0,193.0,98.0
6809,96,119827,4,31.0,193.0,98.0
6810,366,119835,12,20.0,173.0,64.0
6811,99,119835,3,25.0,173.0,64.0
6812,32,119835,3,25.0,173.0,64.0
6813,366,119835,3,25.0,173.0,64.0
6814,33,119835,3,25.0,173.0,64.0
6815,182,119835,4,28.0,173.0,64.0
6816,99,119835,4,28.0,173.0,64.0
6817,32,119835,4,28.0,173.0,64.0
6818,366,119835,4,28.0,173.0,64.0
6819,33,119835,4,28.0,173.0,64.0
6820,94,119843,35,31.0,174.0,59.0
6821,25,119850,25,29.0,183.0,76.0
6822,178,119853,2,26.0,185.0,70.0
6823,56,119878,5,20.0,165.0,58.0
6824,23,119879,1,29.0,174.0,70.0
6825,30,119885,12,23.0,183.0,74.0
6826,30,119885,3,27.0,183.0,74.0
6827,221,119886,3,22.0,177.0,68.0
6828,221,119886,4,26.0,177.0,68.0
6829,221,119886,1,30.0,177.0,68.0
6830,142,119888,31,31.0,,
6831,143,119888,31,31.0,,
6832,149,119902,37,,,
6833,94,119927,5,22.0,183.0,73.0
6834,64,119948,4,20.0,184.0,80.0
6835,102,119954,4,26.0,178.0,70.0
6836,64,119956,12,26.0,180.0,92.0
6837,99,120010,3,16.0,179.0,63.0
6838,62,120011,8,18.0,183.0,67.0
6839,165,120061,15,18.0,,
6840,182,120061,15,18.0,,
6841,96,120072,20,19.0,185.0,98.0
6842,73,120078,5,18.0,170.0,59.0
6843,66,120081,16,31.0,192.0,92.0
6844,68,120087,3,17.0,196.0,104.0
6845,20,120087,3,17.0,196.0,104.0
6846,6,120087,3,17.0,196.0,104.0
6847,22,120087,3,17.0,196.0,104.0
6848,120,120087,3,17.0,196.0,104.0
6849,104,120087,4,21.0,196.0,104.0
6850,68,120087,4,21.0,196.0,104.0
6851,20,120087,4,21.0,196.0,104.0
6852,6,120087,4,21.0,196.0,104.0
6853,22,120087,4,21.0,196.0,104.0
6854,26,120093,9,18.0,177.0,67.0
6855,25,120123,10,22.0,163.0,50.0
6856,366,120124,5,20.0,175.0,61.0
6857,281,120125,6,20.0,166.0,57.0
6858,281,120125,20,24.0,166.0,57.0
6859,189,120125,20,24.0,166.0,57.0
6860,23,120224,12,23.0,170.0,72.0
6861,182,120230,10,16.0,158.0,53.0
6862,32,120230,10,16.0,158.0,53.0
6863,366,120230,10,16.0,158.0,53.0
6864,107,120272,5,21.0,183.0,83.0
6865,8,120306,7,30.0,,
6866,258,120349,10,30.0,170.0,65.0
6867,221,120350,16,19.0,169.0,60.0
6868,368,120350,16,19.0,169.0,60.0
6869,96,120352,16,33.0,178.0,69.0
6870,162,120393,11,23.0,165.0,61.0
6871,162,120393,12,31.0,165.0,61.0
6872,162,120393,3,35.0,165.0,61.0
6873,298,120418,8,25.0,178.0,81.0
6874,298,120418,12,29.0,178.0,81.0
6875,125,120440,9,17.0,175.0,51.0
6876,191,120446,3,35.0,180.0,71.0
6877,190,120446,4,39.0,180.0,71.0
6878,191,120446,4,39.0,180.0,71.0
6879,190,120446,5,51.0,180.0,71.0
6880,191,120446,5,51.0,180.0,71.0
6881,25,120447,14,26.0,,
